Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
6/12/2022,4:52,0:03:19,data analyst,no,20.0,healthcare,python,6.0,7.0,8.0,7.0,6.0,7.0,neither easy nor difficult,better salary,male,26,India,bachelors,asian or asian american
6/12/2022,6:23,0:01:41,data analyst,no,20.0,finance,python,2.0,3.0,2.0,5.0,5.0,6.0,neither easy nor difficult,remote work,female,35,India,masters,asian or asian american
6/12/2022,6:52,0:01:11,data analyst,yes,95.5,education,python,0.0,1.0,1.0,0.0,0.0,0.0,neither easy nor difficult,good culture,male,31,United states,masters,hispanic or latino
6/12/2022,7:16,0:03:44,data analyst,yes,20.0,education,python,2.0,1.0,2.0,3.0,4.0,3.0,difficult,remote work,male,25,Zambia,bachelors,black or african american
6/12/2022,7:18,0:02:11,data engineer,yes,75.5,real estate,python,3.0,10.0,8.0,8.0,10.0,10.0,easy,remote work,male,27,United states,bachelors,white or caucasian
6/12/2022,7:51,0:01:57,data analyst,yes,53.0,tech,python,5.0,8.0,3.0,2.0,4.0,8.0,neither easy nor difficult,good culture,male,32,Netherlands,bachelors,white or caucasian
6/12/2022,8:25,0:02:42,student/looking/none,yes,20.0,real estate,python,0.0,3.0,3.0,3.0,3.0,6.0,difficult,good work/life balance,male,47,Portugal,bachelors,white or caucasian
6/12/2022,9:14,0:01:31,database administrator,no,75.5,finance,python,0.0,10.0,10.0,5.0,0.0,0.0,neither easy nor difficult,good work/life balance,female,30,United states,masters,asian or asian american
6/12/2022,9:30,0:01:52,data analyst,yes,115.5,defense,python,8.0,6.0,6.0,7.0,9.0,10.0,easy,better salary,female,35,United states,masters,black or african american
6/12/2022,9:36,0:02:16,data analyst,yes,53.0,finance,python,6.0,9.0,5.0,7.0,8.0,9.0,difficult,remote work,male,25,United states,high school,hispanic or latino
6/12/2022,9:44,0:03:02,data steward,no,75.5,foodservice,python,3.0,6.0,6.0,6.0,6.0,6.0,neither easy nor difficult,better salary,male,27,United states,bachelors,white or caucasian
6/12/2022,9:44,0:01:20,data analyst,yes,53.0,healthcare,r,1.0,5.0,3.0,3.0,6.0,5.0,difficult,remote work,female,27,United states,masters,black or african american
6/12/2022,10:07,0:01:52,student/looking/none,no,20.0,data insights company,python,1.0,8.0,8.0,1.0,3.0,7.0,very easy,better salary,female,23,India,masters,asian or asian american
6/12/2022,10:30,0:02:10,data scientist,no,53.0,manuf,python,9.0,10.0,10.0,10.0,10.0,10.0,neither easy nor difficult,good culture,male,18,United states,bachelors,white or caucasian
6/12/2022,11:43,0:01:42,data analyst,yes,20.0,healthcare,python,8.0,10.0,9.0,6.0,8.0,9.0,easy,remote work,female,28,Costa rica,masters,hispanic or latino
6/12/2022,11:44,0:01:20,analytics manager,yes,137.5,healthcare,python,7.0,6.0,8.0,8.0,8.0,7.0,easy,remote work,male,28,United states,bachelors,white or caucasian
6/12/2022,12:12,0:01:35,student/looking/none,no,20.0,not currently working,python,0.0,0.0,0.0,0.0,0.0,0.0,easy,good work/life balance,female,26,United states,bachelors,american indian or alaska native
6/12/2022,12:36,0:01:57,student/looking/none,no,20.0,education,python,0.0,0.0,3.0,0.0,0.0,8.0,difficult,better salary,male,27,Ghana,bachelors,black or african american
6/12/2022,12:43,0:02:48,data analyst,no,53.0,tech,python,9.0,7.0,9.0,10.0,10.0,10.0,neither easy nor difficult,good work/life balance,female,22,India,masters,asian or asian american
6/12/2022,12:47,0:01:56,data analyst,yes,20.0,tech,r,0.0,8.0,7.0,6.0,3.0,9.0,very difficult,better salary,male,27,United states,high school,white or caucasian
6/12/2022,13:13,0:01:43,data engineer,yes,20.0,food and beverages,python,5.0,7.0,6.0,8.0,7.0,7.0,neither easy nor difficult,good work/life balance,male,28,India,bachelors,asian or asian american
6/12/2022,13:37,0:01:46,data analyst,yes,20.0,tech,python,3.0,2.0,4.0,3.0,3.0,3.0,neither easy nor difficult,better salary,male,25,Nigeria,high school,black or african american
6/12/2022,14:03,0:01:52,data analyst,no,20.0,healthcare,python,2.0,6.0,6.0,7.0,7.0,9.0,difficult,better salary,male,32,United kingdom,bachelors,hispanic or latino
6/12/2022,14:33,0:10:34,student/looking/none,yes,20.0,finance,sql,7.0,9.0,10.0,10.0,3.0,4.0,easy,remote work,male,33,Uruguay,bachelors,white or caucasian
6/12/2022,14:43,0:02:53,data analyst,no,53.0,government administration,python,5.0,6.0,5.0,2.0,3.0,3.0,easy,remote work,male,23,Canada,masters,black or african american
6/12/2022,15:09,0:01:49,student/looking/none,yes,20.0,finance,r,4.0,5.0,4.0,4.0,5.0,6.0,neither easy nor difficult,remote work,female,40,Nigeria,bachelors,black or african american
6/12/2022,15:45,0:02:39,data analyst,yes,53.0,outsourcing ,python,7.0,9.0,9.0,9.0,7.0,9.0,easy,better salary,female,28,United kingdom,bachelors,asian or asian american
6/12/2022,16:23,0:03:50,data analyst,no,20.0,real estate,r,3.0,7.0,8.0,6.0,6.0,9.0,difficult,remote work,male,26,Nigeria,high school,black or african american
6/12/2022,16:28,0:03:59,technical consulta,yes,20.0,tech,python,3.0,5.0,5.0,4.0,3.0,2.0,difficult,better salary,female,24,India,bachelors,asian or asian american
6/12/2022,17:01,0:02:04,"software engineer, ai",yes,95.5,finance,python,7.0,5.0,5.0,8.0,8.0,8.0,neither easy nor difficult,remote work,female,40,United states,associates,bi-racial people should be able to check 2 options in 2022. 
6/12/2022,17:09,0:01:46,data analyst,yes,75.5,consulting,python,8.0,10.0,10.0,10.0,7.0,9.0,neither easy nor difficult,better salary,male,26,United states,bachelors,black or african american
6/12/2022,17:42,0:02:29,data scientist,yes,53.0,cobsukting,python,8.0,8.0,10.0,10.0,10.0,10.0,easy,good culture,female,44,United kingdom,bachelors,white or caucasian
6/12/2022,18:14,0:01:58,systems configuration,yes,75.5,insurance ,python,7.0,9.0,8.0,8.0,6.0,6.0,neither easy nor difficult,better salary,male,36,United states,masters,white or caucasian
6/12/2022,19:30,0:01:37,business analyst,yes,20.0,workforce ,python,1.0,5.0,10.0,10.0,8.0,10.0,neither easy nor difficult,better salary,male,30,Costa rica,bachelors,hispanic or latino
6/12/2022,21:13,0:04:36,sales & marketing,yes,20.0,general contractor,python,3.0,3.0,3.0,2.0,2.0,2.0,very easy,good work/life balance,male,48,Indonesia,masters,melayu
6/12/2022,22:29,0:03:16,data analyst,yes,53.0,construction,php,1.0,4.0,1.0,2.0,2.0,3.0,easy,better salary,female,30,Canada,masters,asian or asian american
6/12/2022,23:16,0:04:53,radio frequency engineer,no,20.0,telecommunication,python,3.0,8.0,8.0,5.0,3.0,5.0,difficult,better salary,male,28,India,bachelors,dravidian
6/12/2022,23:35,0:01:58,support engineer,no,20.0,tech,python,5.0,8.0,7.0,7.0,3.0,2.0,difficult,better salary,male,25,India,bachelors,indian
6/13/2022,0:26,0:01:30,analytics engineer,no,115.5,tech,sql,6.0,5.0,4.0,4.0,3.0,4.0,easy,better salary,male,24,United states,masters,american indian or alaska native
6/13/2022,0:58,0:02:51,data analyst,yes,53.0,nonprofit,python,5.0,10.0,7.0,7.0,4.0,8.0,easy,better salary,male,31,United states,bachelors,black or african american
6/13/2022,1:50,0:01:47,data engineer,no,20.0,real estate,python,3.0,3.0,8.0,9.0,5.0,3.0,easy,better salary,male,23,United kingdom,bachelors,arab
6/13/2022,1:59,0:03:06,data analyst,no,53.0,police / emergency services,dax,1.0,4.0,4.0,1.0,1.0,4.0,easy,good culture,female,48,United kingdom,masters,white or caucasian
6/13/2022,2:40,0:01:00,data analyst,yes,75.5,healthcare,python,6.0,9.0,8.0,8.0,8.0,7.0,neither easy nor difficult,better salary,male,28,United states,bachelors,black or african american
6/13/2022,3:08,0:02:04,data analyst,yes,53.0,retail,python,5.0,7.0,7.0,7.0,7.0,7.0,difficult,better salary,male,32,United kingdom,masters,hispanic or latino
6/13/2022,3:40,0:04:45,data scientist,yes,53.0,finance,python,5.0,7.0,7.0,4.0,5.0,7.0,neither easy nor difficult,better salary,male,30,China,bachelors,asian or asian american
6/13/2022,5:25,0:03:29,data analyst,yes,20.0,insurance,python,5.0,5.0,7.0,7.0,7.0,8.0,neither easy nor difficult,good work/life balance,male,32,Tunisia,masters,white or caucasian
6/13/2022,5:33,0:01:50,data analyst,yes,20.0,tech,python,0.0,3.0,0.0,1.0,0.0,0.0,easy,good culture,female,30,Sri lanka,masters,asian
6/13/2022,6:03,0:02:49,data analyst,yes,20.0,manufacturing,python,4.0,2.0,5.0,2.0,4.0,4.0,neither easy nor difficult,good work/life balance,female,35,Spain,masters,white or caucasian
6/13/2022,9:23,0:01:09,account manager,yes,75.5,consumer retail,python,6.0,6.0,7.0,7.0,6.0,7.0,easy,good culture,female,30,United states,masters,asian or asian american
6/13/2022,9:24,0:01:26,data analyst,yes,53.0,tech,python,3.0,3.0,5.0,4.0,4.0,4.0,neither easy nor difficult,better salary,male,48,United states,bachelors,white or caucasian
6/13/2022,9:32,0:01:26,data analyst,yes,75.5,finance,sql,5.0,8.0,5.0,5.0,5.0,4.0,easy,remote work,male,32,Canada,masters,asian or asian american
6/13/2022,10:30,0:01:12,incident manager,yes,53.0,telecommunication,python,4.0,5.0,4.0,5.0,5.0,6.0,difficult,good work/life balance,male,27,India,bachelors,american indian or alaska native
6/13/2022,10:48,0:01:34,product owner,no,53.0,tech,python,7.0,9.0,5.0,6.0,6.0,7.0,easy,the work,male,27,United kingdom,masters,white or caucasian
6/13/2022,11:30,0:02:45,student/looking/none,no,20.0,finance,python,8.0,7.0,6.0,7.0,8.0,10.0,neither easy nor difficult,remote work,male,24,Kenya,bachelors,african
6/13/2022,11:40,0:00:43,data scientist,yes,187.5,finance,r,9.0,9.0,9.0,9.0,8.0,8.0,difficult,better salary,male,42,United states,phd,asian or asian american
6/13/2022,11:59,0:02:58,business analyst,no,53.0,tech,python,8.0,6.0,6.0,8.0,7.0,8.0,neither easy nor difficult,better salary,male,24,United states,bachelors,hispanic or latino
6/13/2022,12:00,0:01:08,database developer,yes,20.0,tech,python,5.0,9.0,7.0,7.0,6.0,9.0,easy,better salary,male,23,India,bachelors,asian or asian american
6/13/2022,12:25,0:01:21,data analyst,no,20.0,tech,python,7.0,9.0,8.0,8.0,4.0,2.0,neither easy nor difficult,better salary,male,26,India,bachelors,asian or asian american
6/13/2022,12:57,0:02:01,data analyst,no,53.0,home and living,sql,5.0,6.0,6.0,2.0,2.0,3.0,neither easy nor difficult,better salary,male,32,Germany,bachelors,black or african american
6/13/2022,13:24,0:02:52,presales engineer,no,20.0,telecommunication,python,4.0,3.0,2.0,0.0,0.0,0.0,neither easy nor difficult,good work/life balance,male,35,Argentina,bachelors,white or caucasian
6/13/2022,13:27,0:01:18,data analyst,yes,115.5,healthcare,python,4.0,3.0,4.0,2.0,2.0,2.0,easy,good work/life balance,male,41,United states,high school,white or caucasian
6/13/2022,13:52,0:00:59,predictive analyst,no,53.0,education,python,4.0,9.0,8.0,8.0,6.0,7.0,neither easy nor difficult,better salary,male,25,United states,masters,white or caucasian
6/13/2022,13:56,0:01:04,data analyst,yes,20.0,construction,python,0.0,0.0,0.0,0.0,0.0,0.0,very difficult,better salary,female,28,United states,masters,asian or asian american
6/13/2022,14:06,0:00:50,data analyst,yes,53.0,agriculture,python,3.0,6.0,5.0,5.0,5.0,6.0,neither easy nor difficult,better salary,male,29,United states,bachelors,white or caucasian
6/13/2022,14:51,0:01:30,student/looking/none,no,20.0,telecommunication,python,8.0,10.0,6.0,7.0,8.0,8.0,neither easy nor difficult,better salary,male,19,United states,high school,white or caucasian
6/13/2022,14:59,0:01:25,data analyst,yes,53.0,insurance ,python,5.0,6.0,9.0,6.0,7.0,10.0,neither easy nor difficult,better salary,male,27,India,bachelors,asian or asian american
6/13/2022,15:25,0:01:33,student/looking/none,yes,20.0,finance,python,8.0,9.0,9.0,7.0,8.0,8.0,neither easy nor difficult,better salary,male,25,,bachelors,white or caucasian
6/13/2022,16:05,0:01:46,data analyst,yes,53.0,non profit organization,python,6.0,10.0,10.0,10.0,10.0,8.0,difficult,better salary,female,26,Canada,masters,asian or asian american
6/13/2022,16:22,0:02:42,data analyst,yes,20.0,healthcare,python,3.0,4.0,5.0,5.0,4.0,5.0,difficult,good work/life balance,male,25,Spain,bachelors,white or caucasian
6/13/2022,17:48,0:00:50,data analyst,yes,20.0,manufacturing,python,6.0,6.0,9.0,9.0,10.0,10.0,neither easy nor difficult,remote work,male,25,Portugal,bachelors,white or caucasian
6/13/2022,17:56,0:01:57,data analyst,yes,20.0,healthcare,r,2.0,3.0,4.0,3.0,3.0,5.0,neither easy nor difficult,good work/life balance,male,26,Liberia,bachelors,black or african american
6/13/2022,17:56,0:01:07,data analyst,yes,137.5,education,python,8.0,8.0,7.0,6.0,7.0,9.0,neither easy nor difficult,good culture,male,35,United states,bachelors,white or caucasian
6/13/2022,18:41,0:01:23,data analyst,yes,95.5,retail,python,6.0,7.0,7.0,6.0,7.0,6.0,difficult,remote work,male,29,United states,masters,black or african american
6/13/2022,18:46,0:01:45,data analyst,yes,95.5,tech,python,7.0,6.0,5.0,4.0,3.0,6.0,neither easy nor difficult,better salary,female,41,United states,associates,hispanic or latino
6/13/2022,19:54,0:01:15,student/looking/none,no,20.0,education,python,0.0,6.0,4.0,5.0,2.0,4.0,very difficult,remote work,female,22,United states,bachelors,hispanic or latino
6/13/2022,21:15,0:02:30,data analyst,yes,75.5,healthcare,na,2.0,6.0,6.0,4.0,3.0,3.0,difficult,better salary,male,35,United states,bachelors,hispanic or latino
6/13/2022,21:22,0:02:04,data analyst,yes,75.5,finance,python,4.0,3.0,4.0,4.0,4.0,6.0,very difficult,better salary,male,30,Singapore,bachelors,asian or asian american
6/13/2022,22:08,0:01:13,data engineer,no,187.5,real estate,python,4.0,6.0,3.0,2.0,3.0,3.0,neither easy nor difficult,good culture,male,37,Canada,bachelors,asian or asian american
6/13/2022,22:21,0:03:15,data analyst,yes,75.5,air transpo,python,6.0,7.0,7.0,5.0,5.0,9.0,difficult,better salary,female,28,United states,masters,black or african american
6/13/2022,23:05,0:00:58,data analyst,no,95.5,real estate,python,7.0,5.0,6.0,6.0,4.0,6.0,neither easy nor difficult,good culture,male,23,United states,high school,white or caucasian
6/14/2022,1:03,0:01:54,student/looking/none,no,20.0,finance,python,3.0,4.0,8.0,5.0,5.0,3.0,neither easy nor difficult,better salary,male,26,United states,high school,asian or asian american
6/14/2022,4:31,0:01:22,data analyst,no,75.5,distribution ,python,2.0,4.0,4.0,3.0,4.0,4.0,neither easy nor difficult,good work/life balance,male,25,Australiaalia,bachelors,native hawaiian or other pacific islander
6/14/2022,5:06,0:01:27,data analyst,no,20.0,tech,python,0.0,1.0,2.0,1.0,1.0,1.0,neither easy nor difficult,remote work,male,23,India,bachelors,asian or asian american
6/14/2022,5:42,0:02:53,student/looking/none,yes,20.0,none for now,na,0.0,1.0,0.0,0.0,0.0,0.0,neither easy nor difficult,good culture,male,53,Nigeria,bachelors,black or african american
6/14/2022,5:47,0:01:37,data engineer,yes,20.0,tech,python,4.0,6.0,6.0,3.0,7.0,9.0,neither easy nor difficult,better salary,female,33,Romania,bachelors,white or caucasian
6/14/2022,6:34,0:04:29,student/looking/none,yes,20.0,finance,r,3.0,5.0,5.0,4.0,5.0,6.0,difficult,better salary,male,39,,high school,black or african american
6/14/2022,6:43,0:01:05,data analyst,yes,20.0,healthcare,excel,6.0,7.0,5.0,7.0,7.0,9.0,difficult,better salary,female,22,United kingdom,bachelors,white or caucasian
6/14/2022,6:53,0:01:34,data analyst,no,53.0,finance,python,4.0,7.0,7.0,7.0,5.0,5.0,easy,better salary,male,24,Germany,bachelors,white or caucasian
6/14/2022,9:35,0:01:36,data architect,no,95.5,energy,python,5.0,1.0,3.0,1.0,4.0,5.0,difficult,good work/life balance,male,31,Canada,high school,white or caucasian
6/14/2022,10:41,0:00:53,data analyst,yes,20.0,retails,python,0.0,0.0,0.0,0.0,0.0,0.0,very difficult,better salary,male,25,Asia,bachelors,asian or asian american
6/14/2022,12:27,0:02:07,student/looking/none,no,20.0,tech,r,4.0,7.0,7.0,6.0,6.0,6.0,neither easy nor difficult,better salary,male,25,India,bachelors,asian or asian american
6/14/2022,13:04,0:02:07,data analyst,no,20.0,tech,python,3.0,4.0,4.0,4.0,2.0,0.0,neither easy nor difficult,good work/life balance,male,23,India,bachelors,asian or asian american
6/14/2022,14:02,0:01:56,ads operations,yes,53.0,digital marketing ,sql,6.0,7.0,7.0,7.0,7.0,6.0,neither easy nor difficult,remote too,male,23,India,bachelors,asian or asian american
6/14/2022,16:49,0:01:35,data analyst,no,95.5,healthcare,python,8.0,9.0,8.0,8.0,8.0,9.0,difficult,better salary,male,40,United states,high school,white or caucasian
6/14/2022,17:26,0:02:02,data analyst,no,53.0,homelessness,c/c++,5.0,6.0,6.0,2.0,0.0,4.0,neither easy nor difficult,better salary,male,29,United states,bachelors,hispanic or latino
6/14/2022,17:33,0:03:16,data analyst,yes,20.0,tech,python,1.0,7.0,5.0,5.0,4.0,4.0,difficult,better salary,male,28,India,bachelors,south indian 
6/14/2022,17:49,0:01:44,data analyst,yes,20.0,healthcare,r,3.0,6.0,6.0,4.0,6.0,3.0,very easy,better salary,female,28,United kingdom,masters,black or african american
6/14/2022,23:30,0:01:02,student/looking/none,yes,20.0,telecommunication,python,0.0,3.0,3.0,4.0,5.0,5.0,difficult,good work/life balance,female,26,India,masters,asian or asian american
6/15/2022,0:30,0:02:43,data engineer,no,53.0,construction,python,6.0,8.0,8.0,5.0,5.0,5.0,neither easy nor difficult,better salary,male,30,Netherlands,masters,white or caucasian
6/15/2022,0:33,0:01:26,data analyst,yes,75.5,education,sql,5.0,9.0,7.0,9.0,8.0,9.0,neither easy nor difficult,better salary,male,27,Australiaalia,bachelors,asian or asian american
6/15/2022,0:38,0:01:24,data analyst,yes,20.0,retail ,na,2.0,0.0,5.0,3.0,0.0,3.0,very difficult,remote work,male,28,Nigeria,bachelors,black or african american
6/15/2022,4:07,0:02:08,data analyst,no,75.5,education,python,3.0,3.0,5.0,3.0,3.0,4.0,neither easy nor difficult,good work/life balance,female,38,Nigeria,masters,black or african american
6/15/2022,6:59,0:01:56,data analyst,no,20.0,finance,python,2.0,6.0,5.0,5.0,6.0,6.0,easy,good culture,male,22,Mexico,bachelors,white or caucasian
6/15/2022,7:54,0:01:32,data analyst,yes,95.5,energy,python,7.0,8.0,9.0,9.0,9.0,9.0,difficult,better salary,male,34,United states,bachelors,hispanic or latino
6/15/2022,9:43,0:02:07,data analyst,no,20.0,tech,python,3.0,8.0,8.0,5.0,7.0,9.0,easy,better salary,male,26,Indonesia,bachelors,asian or asian american
6/15/2022,10:43,0:01:06,data analyst,yes,75.5,tech,python,5.0,9.0,7.0,7.0,8.0,9.0,neither easy nor difficult,better salary,female,26,Canada,bachelors,asian or asian american
6/15/2022,11:20,0:01:23,data engineer,no,75.5,education,python,10.0,10.0,10.0,9.0,9.0,10.0,difficult,remote work,male,25,Greece,bachelors,greek
6/15/2022,13:08,0:03:23,data scientist,yes,137.5,tech,python,5.0,3.0,7.0,4.0,5.0,3.0,easy,collaboration ,male,34,United states,bachelors,black or african american
6/15/2022,13:30,0:03:51,power bi developer,yes,53.0,finance,dax,7.0,10.0,10.0,10.0,4.0,5.0,neither easy nor difficult,good work/life balance,female,32,Poland,bachelors,hispanic or latino
6/15/2022,14:16,0:01:15,student/looking/none,no,20.0,construction,r,2.0,2.0,2.0,2.0,2.0,2.0,difficult,better salary,male,24,United states,associates,black or african american
6/15/2022,14:48,0:06:20,data engineer,yes,20.0,tech,python,7.0,3.0,3.0,2.0,5.0,9.0,difficult,better salary,male,26,Argentina,bachelors,hispanic or latino
6/15/2022,15:13,0:02:00,data analyst,yes,53.0,telecommunication,sql,4.0,7.0,5.0,6.0,4.0,6.0,difficult,better salary,female,32,Sweden,masters,black or african american
6/15/2022,15:34,0:02:24,data scientist,no,53.0,tech,r,5.0,1.0,7.0,1.0,1.0,2.0,neither easy nor difficult,good work/life balance,male,40,Portugal,masters,white or caucasian
6/15/2022,15:37,0:01:49,data analyst,no,20.0,direct marketing,python,0.0,7.0,1.0,6.0,0.0,0.0,easy,better salary,male,27,United states,bachelors,black or african american
6/15/2022,15:39,0:01:03,data analyst,yes,75.5,tech,r,4.0,3.0,6.0,7.0,4.0,7.0,easy,better salary,male,28,United states,masters,black or african american
6/15/2022,16:17,0:02:13,data analyst,yes,20.0,fmcg,python,1.0,9.0,5.0,5.0,1.0,1.0,difficult,better salary,male,30,Nigeria,bachelors,nigeria
6/15/2022,16:56,0:01:10,data analyst,yes,20.0,taking bootcamp,python,0.0,6.0,5.0,5.0,5.0,6.0,difficult,remote work,male,37,United states,bachelors,white or caucasian
6/15/2022,18:04,0:02:35,software support,no,53.0,tech,javascript,7.0,7.0,5.0,5.0,0.0,0.0,difficult,good culture,male,32,Australiaalia,bachelors,asian or asian american
6/15/2022,18:24,0:02:20,data analyst,yes,53.0,tech,python,9.0,7.0,10.0,10.0,5.0,8.0,neither easy nor difficult,better salary,male,24,Saudi arabia,bachelors,arab
6/15/2022,22:29,0:02:50,data analyst,yes,20.0,tech,python,6.0,7.0,7.0,7.0,5.0,6.0,neither easy nor difficult,better salary,male,39,Argentina,associates,white or caucasian
6/15/2022,22:29,0:06:15,data analyst,yes,137.5,finance,python,6.0,8.0,7.0,4.0,4.0,2.0,easy,better tech stack,male,34,Australiaalia,bachelors,asian or asian american
6/15/2022,22:43,0:01:38,data analyst,no,53.0,space & defense,python,5.0,6.0,10.0,7.0,3.0,3.0,neither easy nor difficult,remote work,male,27,United states,bachelors,black or african american
6/15/2022,23:29,0:01:17,data analyst,yes,75.5,healthcare,sql,7.0,7.0,4.0,7.0,7.0,7.0,difficult,better salary,male,54,United states,high school,white or caucasian
6/16/2022,2:28,0:01:22,student/looking/none,yes,20.0,finance,sql,3.0,3.0,3.0,3.0,3.0,3.0,neither easy nor difficult,good work/life balance,male,25,India,masters,asian or asian american
6/16/2022,4:50,0:01:42,student/looking/none,no,20.0,tech,python,7.0,7.0,2.0,2.0,7.0,9.0,easy,good work/life balance,male,33,India,bachelors,asian or asian american
6/16/2022,5:30,0:01:17,data analyst,yes,53.0,tech,python,4.0,8.0,8.0,8.0,10.0,10.0,very easy,remote work,male,30,United kingdom,masters,white or caucasian
6/16/2022,6:00,0:12:16,student/looking/none,yes,20.0,tech,python,0.0,4.0,2.0,0.0,1.0,3.0,neither easy nor difficult,better salary,male,31,Niger,high school,black or african american
6/16/2022,6:54,0:02:11,student/looking/none,yes,20.0,automobile (cars),python,5.0,6.0,5.0,6.0,2.0,1.0,difficult,remote work,male,22,France,masters,arabian (from maghreb)
6/16/2022,8:06,0:01:29,data analyst,yes,75.5,tech,r,8.0,10.0,10.0,10.0,8.0,9.0,neither easy nor difficult,remote work,female,38,United states,bachelors,black or african american
6/16/2022,10:29,0:02:41,data analyst,no,20.0,logistics,python,6.0,9.0,7.0,7.0,5.0,8.0,neither easy nor difficult,good work/life balance,male,22,Malaysia,bachelors,malay
6/16/2022,13:38,0:01:20,data scientist,yes,20.0,real estate,python,2.0,3.0,4.0,5.0,3.0,6.0,very easy,better salary,male,33,India,bachelors,asian or asian american
6/16/2022,15:25,0:01:11,data analyst,yes,53.0,tech,python,3.0,6.0,6.0,6.0,5.0,5.0,neither easy nor difficult,better salary,male,27,Canada,bachelors,white or caucasian
6/16/2022,16:00,0:02:14,data analyst,no,20.0,tech,r,0.0,6.0,3.0,0.0,0.0,10.0,neither easy nor difficult,remote work,male,19,Algeria,bachelors,white or caucasian
6/16/2022,22:52,0:01:24,investigation specialist,no,20.0,ecommerce,python,1.0,6.0,2.0,5.0,1.0,0.0,neither easy nor difficult,better salary,male,24,India,bachelors,indian
6/16/2022,22:59,0:03:50,director,no,187.5,finance,na,8.0,10.0,9.0,10.0,8.0,10.0,very easy,good culture,female,58,United states,masters,white or caucasian
6/17/2022,14:03,0:01:38,data analyst,no,20.0,tech,python,2.0,2.0,5.0,6.0,6.0,3.0,neither easy nor difficult,good work/life balance,male,22,Nigeria,bachelors,black or african american
6/17/2022,16:37,0:01:26,data analyst,no,95.5,tech,python,4.0,4.0,4.0,4.0,3.0,4.0,neither easy nor difficult,better salary,male,26,Irelandlandand,masters,asian or asian american
6/17/2022,17:22,0:02:06,data manager,no,53.0,tech,other,4.0,5.0,4.0,5.0,5.0,3.0,easy,good culture,female,31,United kingdom,bachelors,white or caucasian
6/18/2022,0:48,0:01:32,data analyst,no,53.0,agriculture,python,2.0,2.0,4.0,5.0,1.0,1.0,neither easy nor difficult,better salary,male,23,United states,high school,hispanic or latino
6/18/2022,10:33,0:01:20,data analyst,no,95.5,healthcare,python,7.0,10.0,10.0,10.0,7.0,8.0,neither easy nor difficult,remote work,female,31,United states,masters,asian or asian american
6/18/2022,11:42,0:01:47,student/looking/none,no,75.5,construction,other,5.0,5.0,7.0,7.0,9.0,10.0,difficult,better salary,female,24,United states,bachelors,asian or asian american
6/18/2022,20:04,0:02:05,analytics engineer,yes,53.0,finance,python,8.0,10.0,10.0,10.0,10.0,10.0,neither easy nor difficult,better salary,male,29,Mexico,bachelors,hispanic or latino
6/19/2022,4:40,0:01:20,student/looking/none,yes,20.0,education,python,7.0,8.0,9.0,8.0,9.0,10.0,difficult,good work/life balance,male,26,Indonesia,bachelors,asian or asian american
6/19/2022,7:25,0:01:52,student/looking/none,yes,20.0,"interning in sciences, weather and meteorological data",python,3.0,9.0,9.0,9.0,9.0,9.0,neither easy nor difficult,better salary,male,20,India,high school,asian or asian american
6/19/2022,8:01,0:01:24,data analyst,yes,20.0,education,python,0.0,2.0,3.0,2.0,4.0,2.0,neither easy nor difficult,better salary,male,23,India,bachelors,asian or asian american
6/19/2022,10:53,0:01:47,data analyst,no,115.5,tech,python,8.0,8.0,9.0,8.0,7.0,7.0,neither easy nor difficult,good work/life balance,male,33,United states,masters,white or caucasian
6/19/2022,12:04,0:01:40,student/looking/none,yes,20.0,tech,python,2.0,3.0,3.0,5.0,5.0,9.0,easy,remote work,male,26,Nigeria,bachelors,black or african american
6/19/2022,12:50,0:03:57,data analyst,yes,20.0,consulting,r,3.0,9.0,8.0,8.0,6.0,6.0,difficult,better salary,male,27,India,bachelors,asian or asian american
6/19/2022,13:57,0:02:21,student/looking/none,no,20.0,agriculture,sql,0.0,8.0,8.0,8.0,8.0,8.0,neither easy nor difficult,better salary,male,22,Uzbekistan,bachelors,asian or asian american
6/19/2022,18:10,0:02:06,data analyst,yes,20.0,tech,python,3.0,9.0,9.0,6.0,9.0,4.0,easy,better salary,male,23,Spain,masters,white or caucasian
6/21/2022,1:09,0:01:54,sap security analyst,yes,20.0,beverage and foods,python,3.0,6.0,7.0,5.0,4.0,4.0,neither easy nor difficult,better salary,male,28,Mexico,bachelors,hispanic or latino
6/21/2022,2:51,0:02:28,data analyst,no,53.0,finance,sql,7.0,5.0,4.0,6.0,4.0,5.0,easy,good work/life balance,female,39,Portugal,masters,white or caucasian
